1.140578576212566198e+01 2.738869093378314200e-04 5.253475348748612092e-04 6.595201099803271738e-04 2.142437880354020985e-04 5.512695415337734819e-05 1.211604510737741497e-05 2.800833116598735186e-06 5.702342577466662417e-07 -8.349559215789497263e-08 1.756331183438978380e-07 1.628644040884873729e-08 -1.844852012340577599e-09 5.340309562096433264e-09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.738869093378314200e-04 4.476468817072052353e+00 1.190733330189796971e-03 1.514483595014442076e-03 5.353830950530225887e-04 1.342470784178136556e-04 3.080637774709230986e-05 7.135426408880589411e-06 1.472265907010248850e-06 -9.484095907746982414e-08 4.023087282701951974e-07 4.405756700600273138e-08 -7.680406748728015163e-10 1.206846647405627988e-08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.253475348748612092e-04 1.190733330189796971e-03 1.745576423909896091e+00 3.053655389927125915e-03 1.315878470783496314e-03 3.212049538720334533e-04 8.055268507681375648e-05 1.786968768877817722e-05 4.073969468768712125e-06 3.023300014864134726e-07 8.213826002052407107e-07 1.265316571115003840e-07 1.627987207737883184e-08 2.488539369511311183e-08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.595201099803271738e-04 1.514483595014442076e-03 3.053655389927125915e-03 6.905416927928559323e-01 2.975389631913116610e-03 7.977521650140931980e-04 2.146896594453859427e-04 4.657346334190284610e-05 1.130630580402696948e-05 2.758890652139455014e-06 1.393183284472019684e-06 3.793000805799135245e-07 1.051558849644325689e-07 4.325081220487409657e-08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.142437880354020985e-04 5.353830950530225887e-04 1.315878470783496314e-03 2.975389631913116610e-03 2.887063685247467926e-01 2.263723189863480444e-03 5.715189559383696124e-04 1.269084923404277163e-04 3.051161692505112744e-05 9.214786162366980251e-06 2.832086414654071654e-06 1.041652611246344983e-06 3.436798952662149981e-07 8.902368815553867166e-08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.512695415337734819e-05 1.342470784178136556e-04 3.212049538720334533e-04 7.977521650140931980e-04 2.263723189863480444e-03 1.132139831578979905e-01 1.629107624529988136e-03 3.349791400538884144e-04 7.612619085654996111e-05 2.137646999537951896e-05 7.442488640268989478e-06 2.549835546890252496e-06 7.969089720719086339e-07 2.360675244564530988e-07 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.211604510737741497e-05 3.080637774709230986e-05 8.055268507681375648e-05 2.146896594453859427e-04 5.715189559383696124e-04 1.629107624529988136e-03 4.935779257637631923e-02 1.086669420488910144e-03 2.108982193451302742e-04 5.651326871069642713e-05 1.909820113488832204e-05 6.578055577663075039e-06 2.100938206252290003e-06 5.998298745435404182e-07 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.800833116598735186e-06 7.135426408880589411e-06 1.786968768877817722e-05 4.657346334190284610e-05 1.269084923404277163e-04 3.349791400538884144e-04 1.086669420488910144e-03 2.109374244652530497e-02 6.882153803078193584e-04 1.489685588682975609e-04 4.888166850696157447e-05 1.673447926473426892e-05 5.302692375384505568e-06 1.544446731506732368e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.702342577466662417e-07 1.472265907010248850e-06 4.073969468768712125e-06 1.130630580402696948e-05 3.051161692505112744e-05 7.612619085654996111e-05 2.108982193451302742e-04 6.882153803078193584e-04 9.041546533824868989e-03 4.549864356046083168e-04 1.255323615387324949e-04 4.233181538504900208e-05 1.337837119177431167e-05 3.872984606863291190e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-8.349559215789497263e-08 -9.484095907746982414e-08 3.023300014864134726e-07 2.758890652139455014e-06 9.214786162366980251e-06 2.137646999537951896e-05 5.651326871069642713e-05 1.489685588682975609e-04 4.549864356046083168e-04 3.869416272845872286e-03 3.453078914738472085e-04 1.057830741655345266e-04 3.322487484178351464e-05 9.555950815014820172e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
